Genre,Reports,Age,Gpa,Year,NewText,Nationality_Egypt,Nationality_France,Nationality_Indonesia,Nationality_Mexico,Nationality_Soudan,Nationality_South Africa,Nationality_Yemen,Gender_F,Gender_M
Academic Support and Resources,The limited access to research databases and materials is causing me to feel like I'm not able to fully explore my academic interests.,22,1.86,1,"['limited', 'access', 'research', 'database', 'material', 'causing', 'feel', 'like', 'able', 'fully', 'explore', 'academic', 'interest']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to waste time and money trying to complete assignments.,17,1.73,1,"['difficulty', 'finding', 'accessing', 'course', 'material', 'causing', 'waste', 'time', 'money', 'trying', 'complete', 'assignment']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,Limited access to academic advisors is causing me to feel like I'm not receiving the academic support I need.,20,3.56,1,"['limited', 'access', 'academic', 'advisor', 'causing', 'feel', 'like', 'receiving', 'academic', 'support', 'need']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,Limited course availability is causing me to feel like I'm not able to fully engage with my academic studies.,25,1.31,1,"['limited', 'course', 'availability', 'causing', 'feel', 'like', 'able', 'fully', 'engage', 'academic', 'study']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,"As a student in a remote area, I'm struggling to access the required course materials due to limited availability online.",16,3.01,1,"['student', 'remote', 'area', 'struggling', 'access', 'required', 'course', 'material', 'due', 'limited', 'availability', 'online']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,It's frustrating when you can't access research databases and materials you need for your assignments because they're only available in the library and you can't visit it.,16,3.8,1,"['frustrating', 'access', 'research', 'database', 'material', 'need', 'assignment', 'available', 'library', 'visit']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited access to technology and software is hindering my ability to complete my coursework to the best of my ability.,27,0.15,1,"['limited', 'access', 'technology', 'software', 'hindering', 'ability', 'complete', 'coursework', 'best', 'ability']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,I am paying a significant amount for tuition and it's disappointing that I can't access all the resources I need for my studies.,16,0.86,1,"['paying', 'significant', 'amount', 'tuition', 'disappointing', 'access', 'resource', 'need', 'study']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited course availability makes it difficult for me to plan my academic schedule and complete my degree in a timely manner.,27,2.8,1,"['limited', 'course', 'availability', 'make', 'difficult', 'plan', 'academic', 'schedule', 'complete', 'degree', 'timely', 'manner']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,I wish there were more academic advisors available to guide me through my degree program and answer my questions.,20,0.99,1,"['wish', 'academic', 'advisor', 'available', 'guide', 'degree', 'program', 'answer', 'question']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,Limited access to academic resources has made it difficult for me to achieve the grades I am capable of.,17,0.44,1,"['limited', 'access', 'academic', 'resource', 'made', 'difficult', 'achieve', 'grade', 'capable']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,I am struggling to find and access course materials needed for my classes due to limited availability in the library and online.,27,3.64,1,"['struggling', 'find', 'access', 'course', 'material', 'needed', 'class', 'due', 'limited', 'availability', 'library', 'online']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The lack of access to research databases and materials is hindering my ability to conduct thorough research for my papers.,23,3.23,1,"['lack', 'access', 'research', 'database', 'material', 'hindering', 'ability', 'conduct', 'thorough', 'research', 'paper']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,"It's frustrating to not have access to the latest technology and software, especially when it's required for certain classes.",20,3.86,1,"['frustrating', 'access', 'latest', 'technology', 'software', 'especially', 'required', 'certain', 'class']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited access to academic resources is preventing me from fully engaging in my studies and reaching my full potential.,18,1.45,1,"['limited', 'access', 'academic', 'resource', 'preventing', 'fully', 'engaging', 'study', 'reaching', 'full', 'potential']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,I am finding it difficult to complete my assignments due to the limited access to technology and software I need.,16,2.45,1,"['finding', 'difficult', 'complete', 'assignment', 'due', 'limited', 'access', 'technology', 'software', 'need']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,"Limited access to academic resources is causing unnecessary stress and anxiety, which is negatively affecting my academic performance.",19,3.51,1,"['limited', 'access', 'academic', 'resource', 'causing', 'unnecessary', 'stress', 'anxiety', 'negatively', 'affecting', 'academic', 'performance']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,"It's frustrating to know that there are research databases and materials that could benefit my studies, but I don't have access to them.",19,0.31,1,"['frustrating', 'know', 'research', 'database', 'material', 'could', 'benefit', 'study', 'access']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,I wish there were more academic advisors available to guide me through my degree program and help me make the most of my university experience.,25,0.9,1,"['wish', 'academic', 'advisor', 'available', 'guide', 'degree', 'program', 'help', 'make', 'university', 'experience']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited course availability is causing scheduling conflicts and making it difficult to plan out my academic path.,19,1.99,1,"['limited', 'course', 'availability', 'causing', 'scheduling', 'conflict', 'making', 'difficult', 'plan', 'academic', 'path']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited access to technology and software is preventing me from exploring new fields and expanding my knowledge.,26,1.23,1,"['limited', 'access', 'technology', 'software', 'preventing', 'exploring', 'new', 'field', 'expanding', 'knowledge']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,I am paying for access to academic resources and it's disappointing that they're not readily available to me.,17,1.74,1,"['paying', 'access', 'academic', 'resource', 'disappointing', 'readily', 'available']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited access to research databases and materials is making it difficult for me to complete my thesis.,25,1.59,1,"['limited', 'access', 'research', 'database', 'material', 'making', 'difficult', 'complete', 'thesis']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,"I wish there were more opportunities to access academic resources, such as extended library hours or online resources.",23,0.7,1,"['wish', 'opportunity', 'access', 'academic', 'resource', 'extended', 'library', 'hour', 'online', 'resource']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited access to academic resources is making it difficult to pursue my academic interests and passions.,18,3.08,1,"['limited', 'access', 'academic', 'resource', 'making', 'difficult', 'pursue', 'academic', 'interest', 'passion']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,I am finding it difficult to complete my assignments on time due to the limited access to technology and software.,16,1.28,1,"['finding', 'difficult', 'complete', 'assignment', 'time', 'due', 'limited', 'access', 'technology', 'software']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,Limited access to academic resources is preventing me from making the most of my university experience and achieving my academic goals.,21,0.21,1,"['limited', 'access', 'academic', 'resource', 'preventing', 'making', 'university', 'experience', 'achieving', 'academic', 'goal']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited course availability is preventing me from taking the classes I need to complete my degree.,17,3.58,1,"['limited', 'course', 'availability', 'preventing', 'taking', 'class', 'need', 'complete', 'degree']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,I wish there were more academic advisors available to provide guidance and support throughout my university experience.,23,2.44,1,"['wish', 'academic', 'advisor', 'available', 'provide', 'guidance', 'support', 'throughout', 'university', 'experience']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited access to technology and software is hindering my ability to prepare for my future career.,25,1.94,1,"['limited', 'access', 'technology', 'software', 'hindering', 'ability', 'prepare', 'future', 'career']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,Limited access to academic resources is creating a disadvantage for me compared to other students who have greater access.,16,2.99,1,"['limited', 'access', 'academic', 'resource', 'creating', 'disadvantage', 'compared', 'student', 'greater', 'access']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,The limited access to research databases and materials is making it difficult to conduct quality research for my papers.,17,0.64,1,"['limited', 'access', 'research', 'database', 'material', 'making', 'difficult', 'conduct', 'quality', 'research', 'paper']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,"I am struggling to find and access the course materials I need, which is negatively affecting my academic performance.",25,1.25,1,"['struggling', 'find', 'access', 'course', 'material', 'need', 'negatively', 'affecting', 'academic', 'performance']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,Limited access to academic resources is making it difficult for me to fully engage in my studies and take advantage of all that my university has to offer.,23,1.82,1,"['limited', 'access', 'academic', 'resource', 'making', 'difficult', 'fully', 'engage', 'study', 'take', 'advantage', 'university', 'offer']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,"I'm finding the academic workload really overwhelming, and it's been a struggle to keep up with all the assignments.",18,0.69,1,"['finding', 'academic', 'workload', 'really', 'overwhelming', 'struggle', 'keep', 'assignment']",1,0,0,0,0,0,0,1,0
Academic Support and Resources,"The course material is extremely challenging, and I often feel like I don't fully understand it.",25,0.15,1,"['course', 'material', 'extremely', 'challenging', 'often', 'feel', 'like', 'fully', 'understand']",1,0,0,0,0,0,0,1,0
